submission_id,question,response1,startDate,comment,experiment_id,group,question1,optionRight,response4,id,question_right_part,question4,option4,expected,option2,option3,option1,endTime,optionLeft,question_left_part,age,response,comments,response3,education,QUD,languages,prolific_id,RT,gender,trial_number,startTime,picture,cost,option7,question3,timeSpent,option5,question2,response2,option6,trial_name
1263,NA,34,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,NA,ry,certain,14,ssw0,NA,none,NA,ry,NA,NA,NA,1606932370176,impossible,NA,46,34|17|35|14,NA,35,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,English,5ba6d33077f30d00014fe202,41841,female,11,1606930214235,NA,NA,NA,y,35.93235,NA,r,17,NA,animation_slider
1263,NA,27,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,NA,ry,certain,14,ac0,NA,none,NA,ry,NA,NA,NA,1606932370176,impossible,NA,46,27|30|30|14,NA,30,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,English,5ba6d33077f30d00014fe202,37058,female,12,1606930214235,NA,NA,NA,y,35.93235,NA,r,30,NA,animation_slider
1263,NA,40,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,NA,ry,certain,20,uncertain0,NA,none,NA,y,NA,NA,NA,1606932370176,impossible,NA,46,40|20|20|20,NA,20,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,English,5ba6d33077f30d00014fe202,31333,female,13,1606930214235,NA,NA,NA,y,35.93235,NA,r,20,NA,animation_slider
1263,NA,17,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,NA,ry,certain,17,ssw1,NA,none,NA,none,NA,NA,NA,1606932370176,impossible,NA,46,17|47|20|17,NA,20,Graduated College,Please indicate how likely you think the shown events will occur. Click on RUN to see!,English,5ba6d33077f30d00014fe202,38661,female,14,1606930214235,NA,NA,NA,y,35.93235,NA,r,47,NA,animation_slider
1263,NA,the blue block falls and the green block does not fall,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group1,NA,NA,1,ind2,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,the blue block falls and the green block does not fall|,NA,6,Graduated College,TRY OUT EXAMPLE &mdash;Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,42478,female,1,1606930214235,stimuli/img/train_slider_fridge/ind2_test_colors.jpg,6,NA,NA,35.93235,NA,NA,NA,NA,fridge_train
1263,NA,50,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group1,bg,certain,0,if2_hl,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,50|50|0|0,NA,0,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,43998,female,2,1606930214235,stimuli/img/group1/if2_hl.png,NA,NA,g,35.93235,NA,b,50,NA,multiple_slider0
1263,NA,the blue block falls but the green block does not fall,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group1,NA,NA,1,if2_hl,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,the blue block falls but the green block does not fall|,NA,6,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,23333,female,3,1606930214235,stimuli/img/group1/if2_hl.png,6,NA,NA,35.93235,NA,NA,NA,NA,fridge_view0
1263,NA,65,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group1,bg,certain,0,if1_u-Lh,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,65|13|22|0,NA,22,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,25439,female,4,1606930214235,stimuli/img/group1/if1_u-Lh.png,NA,NA,g,35.93235,NA,b,13,NA,multiple_slider1
1263,NA,the green block falls if the blue block falls,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group1,NA,NA,1,if1_u-Lh,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,the green block falls if the blue block falls|,NA,5,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,61406,female,5,1606930214235,stimuli/img/group1/if1_u-Lh.png,5,NA,NA,35.93235,NA,NA,NA,NA,fridge_view1
1263,NA,NA,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,NA,NA,NA,NA,blue,.,NA,grey,blue,blue,green,black,1606932370176,NA,The block is,46,blue,NA,NA,Graduated College,What's the color of the block on the picture?,English,5ba6d33077f30d00014fe202,4758,female,4,1606930214235,stimuli/img/color_vision_blue.png,NA,yellow,NA,35.93235,purple,NA,NA,red,color-vision0
1263,NA,0,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,bg,certain,14,independent_hl,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,0|43|43|14,NA,43,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,45686,female,6,1606930214235,stimuli/img/group2/independent_hl.png,NA,NA,g,35.93235,NA,b,43,NA,multiple_slider2
1263,NA,the green block might not fall,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,NA,NA,13,independent_hl,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,the green block might not fall|The green block might not fall and the blue block might fall,NA,3,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,51837,female,7,1606930214235,stimuli/img/group2/independent_hl.png,3,NA,NA,35.93235,NA,NA,The green block might not fall and the blue block might fall,NA,fridge_view2
1263,NA,54,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,bg,certain,15,if1_hh,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,54|31|0|15,NA,0,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,22767,female,8,1606930214235,stimuli/img/group2/if1_hh.png,NA,NA,g,35.93235,NA,b,31,NA,multiple_slider3
1263,NA,both blocks fall,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,NA,NA,1,if1_hh,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,both blocks fall|,NA,2,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,7076,female,9,1606930214235,stimuli/img/group2/if1_hh.png,2,NA,NA,35.93235,NA,NA,NA,NA,fridge_view3
1263,NA,NA,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,NA,NA,NA,NA,green,.,NA,grey,green,blue,green,black,1606932370176,NA,The block is,46,green,NA,NA,Graduated College,What's the color of the block on the picture?,English,5ba6d33077f30d00014fe202,3326,female,5,1606930214235,stimuli/img/color_vision_green.png,NA,yellow,NA,35.93235,purple,NA,NA,red,color-vision1
1263,NA,19,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group1,bg,certain,19,independent_hh,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,19|19|44|19,NA,44,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,19464,female,10,1606930214235,stimuli/img/group1/independent_hh.png,NA,NA,g,35.93235,NA,b,19,NA,multiple_slider4
1263,NA,the green block falls but the blue block does not,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group1,NA,NA,1,independent_hh,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,the green block falls but the blue block does not|,NA,5,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,17318,female,11,1606930214235,stimuli/img/group1/independent_hh.png,5,NA,NA,35.93235,NA,NA,NA,NA,fridge_view4
1263,NA,22,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,bg,certain,2,if2_u-Ll,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,22|5|71|2,NA,71,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,26630,female,12,1606930214235,stimuli/img/group2/if2_u-Ll.png,NA,NA,g,35.93235,NA,b,5,NA,multiple_slider5
1263,NA,the green block falls and the blue block falls as well,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,NA,NA,12,if2_u-Ll,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,the green block falls and the blue block falls as well|The green block might fall and the blue block might fall,NA,6,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,63380,female,13,1606930214235,stimuli/img/group2/if2_u-Ll.png,6,NA,NA,35.93235,NA,NA,The green block might fall and the blue block might fall,NA,fridge_view5
1263,NA,NA,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,NA,NA,NA,NA,red-yellow,.,NA,grey,red,blue,green,black,1606932370176,NA,The upper block is,46,red,NA,NA,Graduated College,What's the color of the <b>upper</b> block on the picture?,English,5ba6d33077f30d00014fe202,4222,female,6,1606930214235,stimuli/img/color_vision_red_yellow.png,NA,yellow,NA,35.93235,purple,NA,NA,red,color-vision2
1263,NA,16,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group1,bg,certain,7,independent_uh,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,16|70|7|7,NA,7,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,28607,female,14,1606930214235,stimuli/img/group1/independent_uh.png,NA,NA,g,35.93235,NA,b,70,NA,multiple_slider6
1263,NA,the blue block falls but the green block does not,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group1,NA,NA,11,independent_uh,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,the blue block falls but the green block does not|the blue block falls but the green block might not fall,NA,5,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,42812,female,15,1606930214235,stimuli/img/group1/independent_uh.png,5,NA,NA,35.93235,NA,NA,the blue block falls but the green block might not fall,NA,fridge_view6
1263,NA,47,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,bg,certain,10,if2_ll,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,47|10|33|10,NA,33,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,45558,female,16,1606930214235,stimuli/img/group2/if2_ll.png,NA,NA,g,35.93235,NA,b,10,NA,multiple_slider7
1263,NA,both blocks fall,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,NA,NA,1,if2_ll,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,both blocks fall|,NA,2,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,14749,female,17,1606930214235,stimuli/img/group2/if2_ll.png,2,NA,NA,35.93235,NA,NA,NA,NA,fridge_view7
1263,NA,NA,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,NA,NA,NA,NA,green-blue,.,NA,grey,green,blue,green,black,1606932370176,NA,The upper block is,46,green,NA,NA,Graduated College,What's the color of the <b>upper</b> block on the picture?,English,5ba6d33077f30d00014fe202,3255,female,7,1606930214235,stimuli/img/color_vision_green_blue.png,NA,yellow,NA,35.93235,purple,NA,NA,red,color-vision3
1263,NA,52,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,bg,certain,24,if1_uh,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,52|24|0|24,NA,0,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,40344,female,18,1606930214235,stimuli/img/group2/if1_uh.png,NA,NA,g,35.93235,NA,b,24,NA,multiple_slider8
1263,NA,both blocks fall,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,NA,NA,12,if1_uh,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,both blocks fall|If the green block falls the blue block will fall as well,NA,2,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,33527,female,19,1606930214235,stimuli/img/group2/if1_uh.png,2,NA,NA,35.93235,NA,NA,If the green block falls the blue block will fall as well,NA,fridge_view8
1263,NA,25,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,bg,certain,25,independent_ul,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,25|25|25|25,NA,25,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,15198,female,20,1606930214235,stimuli/img/group2/independent_ul.png,NA,NA,g,35.93235,NA,b,25,NA,multiple_slider9
1263,NA,neither the green block nor the blue block falls,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,NA,NA,1,independent_ul,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,neither the green block nor the blue block falls|,NA,5,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,19132,female,21,1606930214235,stimuli/img/group2/independent_ul.png,5,NA,NA,35.93235,NA,NA,NA,NA,fridge_view9
1263,NA,NA,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,NA,NA,NA,NA,blue-green,.,NA,grey,blue,blue,green,black,1606932370176,NA,The upper block is,46,blue,NA,NA,Graduated College,What's the color of the <b>upper</b> block on the picture?,English,5ba6d33077f30d00014fe202,3622,female,8,1606930214235,stimuli/img/color_vision_blue_green.png,NA,yellow,NA,35.93235,purple,NA,NA,red,color-vision4
1263,NA,52,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,bg,certain,22,if1_lh,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,52|22|4|22,NA,4,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,39023,female,22,1606930214235,stimuli/img/group2/if1_lh.png,NA,NA,g,35.93235,NA,b,22,NA,multiple_slider10
1263,NA,if the green block falls the blue block falls as well,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,NA,NA,1,if1_lh,NA,NA,NA,NA,NA,NA,NA,1606932370176,NA,NA,46,if the green block falls the blue block falls as well|,NA,6,Graduated College,Task 2: Please describe to a critical friend as adequately as possible <br/>what happens with the blue and the green block in the picture.,English,5ba6d33077f30d00014fe202,18406,female,23,1606930214235,stimuli/img/group2/if1_lh.png,6,NA,NA,35.93235,NA,NA,NA,NA,fridge_view10
1263,NA,53,Wed Dec 02 2020 17:30:14 GMT+0000 (Greenwich Mean Time),NA,50,group2,bg,certain,16,if2_ul,NA,none,NA,NA,NA,NA,NA,1606932370176,impossible,NA,46,53|16|16|16,NA,16,Graduated College,Task 1: Please indicate how likely you think the shown events will occur.,English,5ba6d33077f30d00014fe202,66510,female,24,1606930214235,stimuli/img/group2/if2_ul.png,NA,NA,g,35.93235,NA,b,16,NA,multiple_slider11
